Vrest,Upstroke,Vpeak,APD20,APD40,APD50,APD90,TriAP,DCai,Capeak,CaD50,CaD90,TriCa,dCa,GKr_0.06__Label,PCa_15.13__Label
-87.725,57.392,40.755,110.22,166.33,182.36,240.48,58.116,0.0002533,0.0003308,268.54,601.2,332.67,8.065e-05,1,0
-88.05,50.146,33.252,82.164,106.21,114.23,142.28,28.056,0.00021069,0.00028537,250.5,615.23,364.73,7.7788e-05,0,0
-87.812,55.155,37.757,88.176,130.26,140.28,182.36,42.084,0.00025858,0.00032066,210.42,521.04,310.62,6.4008e-05,0,0
-88.128,51.705,36.229,128.26,178.36,194.39,244.49,50.1,0.00021484,0.0002906,300.6,665.33,364.73,7.9882e-05,0,0
-87.74,53.102,39.394,160.32,232.46,252.51,316.63,64.128,0.00023346,0.0003597,254.51,575.15,320.64,0.00012859,1,1
-87.989,58.176,41.477,100.2,162.32,176.35,224.45,48.096,0.00025627,0.00032401,240.48,587.17,346.69,7.0932e-05,0,0
-88.056,53.595,39.687,148.3,218.44,234.47,294.59,60.12,0.00037526,0.00045008,198.4,499,300.6,7.738e-05,1,1
-88.061,50.498,39.486,158.32,238.48,260.52,330.66,70.14,0.0005158,0.00057713,182.36,492.99,310.62,6.5016e-05,1,1
-87.981,55.277,38.637,134.27,188.38,204.41,258.52,54.108,0.00033266,0.00043178,296.59,693.39,396.79,0.00010709,0,0
-88.052,55.829,40.673,130.26,194.39,212.42,278.56,66.132,0.00043456,0.00053548,168.34,434.87,266.53,0.00010236,1,0
-87.893,57.405,41.427,142.28,218.44,242.48,316.63,74.148,0.00033419,0.0004025,274.55,635.27,360.72,7.3897e-05,1,1
-88.136,53.316,38.548,130.26,186.37,200.4,250.5,50.1,0.00050951,0.00055968,150.3,402.81,252.51,5.1701e-05,1,1
-88.088,50.371,34.465,136.27,202.4,222.44,290.58,68.136,0.00048572,0.0005552,158.32,432.87,274.55,7.1695e-05,0,0
-87.969,56.038,39.518,166.33,236.47,262.53,352.71,90.18,0.00033018,0.00040083,194.39,499,304.61,7.2133e-05,1,1
-88.318,54.249,37.66,132.26,194.39,208.42,260.52,52.104,0.00039912,0.00045175,152.3,400.8,248.5,5.3536e-05,1,0
-87.81,54.233,40.958,138.28,186.37,200.4,260.52,60.12,0.00025709,0.00034744,312.63,659.32,346.69,9.4961e-05,1,1
-87.973,54.719,40.244,150.3,228.46,248.5,306.61,58.116,0.00026069,0.00034858,260.52,605.21,344.69,9.1487e-05,1,1
-88.01,51.579,35.406,104.21,136.27,144.29,184.37,40.08,0.0004376,0.0005384,174.35,440.88,266.53,0.0001023,0,0
-88.25,55.289,39.243,116.23,168.34,182.36,228.46,46.092,0.00042539,0.00046592,144.29,388.78,244.49,4.1576e-05,1,0
-87.957,51.792,39.046,128.26,176.35,188.38,236.47,48.096,0.00041559,0.00051531,262.53,635.27,372.75,0.0001069,1,0
-88.044,53.752,38.955,136.27,190.38,204.41,256.51,52.104,0.00028686,0.00038538,248.5,591.18,342.69,0.00010213,1,0
-88.089,51.513,33.131,116.23,156.31,170.34,216.43,46.092,0.00048633,0.00054407,168.34,454.91,286.57,6.0375e-05,0,0
-87.919,57.168,41.089,152.3,244.49,272.55,340.68,68.136,0.00027686,0.00036671,268.54,623.25,354.71,9.3964e-05,0,1
-87.972,55.021,38.296,120.24,172.34,188.38,238.48,50.1,0.00031074,0.00038518,228.46,545.09,316.63,7.7187e-05,1,0
-87.798,56.433,37.987,84.168,120.24,130.26,166.33,36.072,0.00030227,0.00035371,216.43,551.1,334.67,5.4502e-05,0,0
-87.997,57.141,41.769,164.33,246.49,274.55,354.71,80.16,0.00042619,0.00047705,162.32,474.95,312.63,5.2756e-05,1,1
-87.989,57.429,40.715,86.172,132.26,144.29,188.38,44.088,0.00025897,0.0003227,214.43,543.09,328.66,6.6167e-05,0,0
-87.996,53.966,39.724,168.34,262.53,290.58,376.75,86.172,0.00051825,0.00058756,148.3,424.85,276.55,7.0625e-05,1,1
-88.022,55.277,39.482,128.26,180.36,194.39,242.48,48.096,0.00036817,0.00047991,212.42,517.03,304.61,0.00011427,0,0
-88.096,55.222,38.547,132.26,196.39,214.43,282.57,68.136,0.00027695,0.00037441,272.55,627.25,354.71,0.00010169,0,1
-88.013,56.799,40.979,126.25,190.38,210.42,284.57,74.148,0.00026164,0.00036524,280.56,597.19,316.63,0.00010649,1,1
-87.844,58.206,41.056,98.196,154.31,172.34,226.45,54.108,0.00036189,0.00041616,226.45,543.09,316.63,5.7581e-05,0,1
-87.772,54.755,38.418,128.26,176.35,188.38,238.48,50.1,0.00044096,0.00054407,228.46,563.13,334.67,0.00010776,1,0
-87.964,58.066,41.478,104.21,154.31,166.33,202.4,36.072,0.00044801,0.00051654,146.29,376.75,230.46,6.9208e-05,0,0
-87.95,55.441,38.972,104.21,150.3,162.32,204.41,42.084,0.00049777,0.00054149,190.38,507.01,316.63,4.782e-05,1,0
-88.002,51.016,35.156,128.26,184.37,200.4,258.52,58.116,0.00023014,0.00031056,254.51,603.21,348.7,8.353e-05,0,0
-87.829,50.178,40.288,154.31,228.46,250.5,334.67,84.168,0.00049419,0.00058307,250.5,603.21,352.71,9.5767e-05,1,1
-88.112,52.504,40.33,126.25,190.38,204.41,258.52,54.108,0.00021828,0.0003139,270.54,601.2,330.66,9.8359e-05,1,1
-88.158,52.904,38.512,130.26,188.38,202.4,254.51,52.104,0.00021906,0.00029422,242.48,561.12,318.64,7.7187e-05,1,0
-87.84,55.278,37.248,126.25,186.37,202.4,252.51,50.1,0.00031508,0.00040498,210.42,505.01,294.59,9.1781e-05,1,1
-87.96,52.999,36.896,116.23,166.33,180.36,230.46,50.1,0.00039667,0.00048425,166.33,432.87,266.53,8.8956e-05,0,0
-87.989,56.709,38.62,114.23,182.36,202.4,276.55,74.148,0.00047141,0.0005469,168.34,442.89,274.55,7.7431e-05,0,1
-87.91,56.304,40.417,128.26,192.38,210.42,268.54,58.116,0.00032667,0.00039426,228.46,555.11,326.65,7.08e-05,1,1
-87.922,56.534,41.776,150.3,230.46,252.51,324.65,72.144,0.00028126,0.00036986,292.59,645.29,352.71,9.3396e-05,1,1
-87.986,54.512,38.578,146.29,218.44,240.48,306.61,66.132,0.00052176,0.00059192,164.33,450.9,286.57,7.2943e-05,0,1
-88.021,57.81,41.394,102.2,150.3,164.33,206.41,42.084,0.00036475,0.00044397,188.38,486.97,298.6,8.1575e-05,0,0
-87.872,57.363,41.383,162.32,260.52,294.59,390.78,96.192,0.00052408,0.00062506,200.4,537.07,336.67,0.00010587,0,1
-87.698,55.126,36.984,112.22,166.33,180.36,230.46,50.1,0.00040216,0.0004761,152.3,396.79,244.49,7.496e-05,0,0
-87.814,46.365,40.06,150.3,216.43,236.47,296.59,60.12,0.00046467,0.00055022,234.47,573.15,338.68,9.0953e-05,1,1
-87.984,57.704,41.03,160.32,246.49,272.55,356.71,84.168,0.00037093,0.0004784,200.4,519.04,318.64,0.00011016,1,1
-88.002,57.297,39.02,122.24,198.4,218.44,282.57,64.128,0.00021128,0.00026634,212.42,494.99,282.57,5.6165e-05,0,1
-87.851,53.685,36.722,108.22,146.29,158.32,202.4,44.088,0.000484,0.00055891,190.38,507.01,316.63,7.8792e-05,0,0
-87.913,55.983,38.743,106.21,158.32,172.34,224.45,52.104,0.00038858,0.00049091,184.37,468.94,284.57,0.00010437,0,0
-88.242,52.117,36.743,136.27,194.39,212.42,278.56,66.132,0.00040146,0.0004978,230.46,567.13,336.67,0.00010069,1,1
-87.777,54.069,35.932,124.25,182.36,200.4,262.53,62.124,0.00040167,0.00045324,166.33,438.88,272.55,5.3161e-05,0,0
-87.979,48.924,39.214,158.32,238.48,260.52,316.63,56.112,0.00032684,0.00042154,266.53,627.25,360.72,9.9821e-05,1,1
-88.058,56.285,41.363,170.34,270.54,296.59,388.78,92.184,0.00039639,0.00047837,232.46,583.17,350.7,8.6895e-05,1,1
-87.687,53.054,38.019,152.3,226.45,244.49,316.63,72.144,0.00030855,0.00039873,196.39,482.97,286.57,9.1759e-05,1,1
-88.127,57.285,39.612,88.176,136.27,150.3,200.4,50.1,0.00035844,0.00041234,142.28,374.75,232.46,5.462e-05,0,0
-88.113,54.513,38.153,134.27,192.38,210.42,262.53,52.104,0.00050086,0.00057003,168.34,446.89,278.56,7.1325e-05,1,1
-87.891,55.477,37.755,134.27,206.41,226.45,286.57,60.12,0.00043646,0.00051033,178.36,470.94,292.59,7.635e-05,0,0
-87.89,50.233,32.03,122.24,168.34,184.37,230.46,46.092,0.00052053,0.00058006,150.3,404.81,254.51,6.1215e-05,0,0
-88.026,57.51,40.884,124.25,184.37,198.4,260.52,62.124,0.00030952,0.00040824,292.59,667.33,374.75,0.00010497,1,1
-87.729,56.646,40.446,132.26,196.39,216.43,278.56,62.124,0.00021508,0.00030702,290.58,615.23,324.65,9.4679e-05,1,1
-87.767,50.502,39.795,160.32,252.51,280.56,360.72,80.16,0.00047422,0.00057103,212.42,529.06,316.63,0.0001005,1,1
-88.082,55.814,40.27,154.31,226.45,250.5,328.66,78.156,0.00027539,0.00033397,230.46,547.09,316.63,6.0884e-05,0,1
-87.901,51.943,38.645,130.26,186.37,198.4,246.49,48.096,0.00029837,0.00039781,244.49,579.16,334.67,0.00010287,1,0
-87.997,44.114,37.905,150.3,222.44,240.48,298.6,58.116,0.00033655,0.00040796,206.41,523.05,316.63,7.4036e-05,0,1
-88.085,54.368,35.266,114.23,174.35,190.38,248.5,58.116,0.00044705,0.00049259,144.29,390.78,246.49,4.6656e-05,0,0
-88.139,51.045,38.523,152.3,234.47,256.51,334.67,78.156,0.00030046,0.00038602,258.52,617.23,358.72,9.0009e-05,1,1
-88.098,52.069,39.314,144.29,202.4,218.44,272.55,54.108,0.00040697,0.00050895,198.4,513.03,314.63,0.00010523,1,0
-87.919,56.54,39.309,144.29,210.42,228.46,288.58,60.12,0.00036876,0.00044049,176.35,460.92,284.57,7.3188e-05,1,1
-87.772,53.963,37.677,128.26,188.38,204.41,252.51,48.096,0.00042687,0.00049698,186.37,476.95,290.58,7.2545e-05,0,1
-87.856,54.768,39.964,126.25,182.36,196.39,246.49,50.1,0.0003123,0.00041437,268.54,631.26,362.73,0.00010714,1,0
-87.924,53.324,39.176,132.26,190.38,208.42,264.53,56.112,0.00029465,0.00040904,256.51,601.2,344.69,0.00011815,0,0
-88.006,52.022,34.635,98.196,130.26,140.28,176.35,36.072,0.00041146,0.00049611,164.33,424.85,260.52,8.5985e-05,0,0
-87.846,54.466,36.213,128.26,192.38,212.42,276.55,64.128,0.0002204,0.00031199,252.51,559.12,306.61,9.3436e-05,0,1
-88.183,45.58,38.116,128.26,174.35,188.38,232.46,44.088,0.00051483,0.00057177,150.3,406.81,256.51,5.8536e-05,0,0
-87.815,49.284,37.878,152.3,216.43,236.47,296.59,60.12,0.00024564,0.00032128,214.43,492.99,278.56,7.67e-05,1,1
-88.004,57.358,39.864,168.34,262.53,292.59,390.78,98.196,0.00023342,0.00032418,212.42,531.06,318.64,9.2428e-05,0,1
-88.094,53.461,37.905,158.32,226.45,246.49,316.63,70.14,0.00039733,0.00046865,226.45,563.13,336.67,7.5451e-05,1,1
-87.798,55.729,39.427,130.26,188.38,202.4,248.5,46.092,0.00025528,0.00036484,266.53,619.24,352.71,0.00011338,1,0
-88.092,55.172,37.443,174.35,254.51,280.56,362.73,82.164,0.00023702,0.00032572,266.53,597.19,330.66,9.1469e-05,1,1
-87.817,53.92,38.607,138.28,200.4,216.43,266.53,50.1,0.00032715,0.00043182,238.48,571.14,332.67,0.00010827,1,1
-88.009,55.192,38.102,114.23,176.35,194.39,254.51,60.12,0.00033734,0.00043721,172.34,440.88,268.54,0.00010117,0,0
-87.955,57.251,39.481,108.22,158.32,174.35,236.47,62.124,0.00041266,0.00048909,208.42,505.01,296.59,7.9091e-05,0,0
-87.856,55.842,38.275,126.25,184.37,202.4,256.51,54.108,0.00045526,0.00055309,170.34,440.88,270.54,9.9415e-05,0,0
-88.017,50.705,34.933,128.26,178.36,194.39,250.5,56.112,0.00046326,0.0005368,162.32,430.86,268.54,7.5225e-05,0,0
-87.872,53.239,38.012,130.26,176.35,188.38,240.48,52.104,0.00040267,0.00047561,222.44,551.1,328.66,7.6969e-05,1,0
-88.103,54,36.273,136.27,222.44,242.48,294.59,52.104,0.00026358,0.00031583,144.29,384.77,240.48,5.2642e-05,0,0
-87.804,57.407,41.25,136.27,210.42,230.46,308.62,78.156,0.00045541,0.0005373,192.38,505.01,312.63,8.5259e-05,1,1
-88.133,52.698,39.848,150.3,212.42,228.46,298.6,70.14,0.00046728,0.00055756,210.42,537.07,326.65,9.452e-05,1,1
-88.081,52.999,39.366,148.3,208.42,228.46,298.6,70.14,0.00026266,0.00033911,262.53,583.17,320.64,7.9257e-05,1,1
-87.944,53.555,38.313,174.35,264.53,296.59,400.8,104.21,0.00042428,0.00050927,188.38,519.04,330.66,8.776e-05,1,1
-88.071,50.3,39.286,120.24,164.33,176.35,224.45,48.096,0.00025924,0.0003503,276.55,625.25,348.7,9.4966e-05,1,0
-87.839,53.236,39.771,138.28,196.39,212.42,266.53,54.108,0.00037018,0.00047492,256.51,601.2,344.69,0.00010959,1,1
-87.865,55.858,38.224,120.24,174.35,192.38,260.52,68.136,0.00031467,0.00040515,222.44,527.05,304.61,9.2732e-05,0,0
-87.745,51.228,38.366,152.3,216.43,234.47,300.6,66.132,0.00051629,0.00062171,184.37,480.96,296.59,0.00010833,1,1
-87.88,53.017,36.365,138.28,196.39,214.43,294.59,80.16,0.00047151,0.00055521,200.4,519.04,318.64,8.7482e-05,0,1
-88.166,53.548,37.869,152.3,230.46,252.51,332.67,80.16,0.00039105,0.00046272,216.43,559.12,342.69,7.5831e-05,0,1
-87.91,47.208,36.347,114.23,148.3,158.32,196.39,38.076,0.00028995,0.00040547,218.44,535.07,316.63,0.00011798,0,0
-87.955,49.635,36.831,162.32,284.57,312.63,410.82,98.196,0.00032297,0.00038071,208.42,529.06,320.64,6.0481e-05,1,1
-87.736,51.944,40.083,136.27,194.39,208.42,256.51,48.096,0.00042695,0.00052621,176.35,436.87,260.52,0.00010071,1,1
-88.15,55.653,40.778,136.27,202.4,216.43,268.54,52.104,0.00032643,0.00040545,212.42,533.07,320.64,8.1807e-05,1,0
-88.054,54.945,38.99,156.31,240.48,264.53,328.66,64.128,0.00027061,0.00035194,264.53,609.22,344.69,8.5004e-05,1,1
-87.779,55.4,37.841,156.31,240.48,270.54,346.69,76.152,0.00027821,0.00036042,268.54,613.23,344.69,8.5917e-05,1,1
-88.092,54.289,37.449,132.26,196.39,214.43,282.57,68.136,0.00023433,0.00030282,192.38,470.94,278.56,6.9485e-05,0,0
-88.188,54.146,36.707,126.25,188.38,208.42,272.55,64.128,0.00035762,0.00044407,200.4,517.03,316.63,8.908e-05,0,0
-88.064,57.718,41.395,106.21,162.32,176.35,224.45,48.096,0.00022127,0.00028179,214.43,507.01,292.59,6.1882e-05,0,0
-87.821,51.675,35.264,128.26,178.36,194.39,252.51,58.116,0.00052057,0.00059617,208.42,539.08,330.66,8.0657e-05,0,1
-88.177,56.167,38.489,130.26,200.4,220.44,282.57,62.124,0.00039722,0.00046648,214.43,553.11,338.68,7.3372e-05,0,0
-87.672,51.31,36.267,116.23,152.3,164.33,208.42,44.088,0.00051401,0.00060894,226.45,575.15,348.7,0.00010117,1,0
-88.199,55.937,38.918,88.176,122.24,130.26,166.33,36.072,0.00030225,0.00037028,210.42,537.07,326.65,7.0692e-05,0,0
-88.077,53.667,36.608,122.24,174.35,188.38,240.48,52.104,0.00021084,0.00029236,284.57,651.3,366.73,8.5299e-05,0,0
-88.075,56.804,40.449,106.21,152.3,166.33,212.42,46.092,0.00029721,0.00035634,232.46,547.09,314.63,6.1812e-05,0,0
-87.936,52.387,40.107,158.32,230.46,250.5,314.63,64.128,0.00039501,0.00047403,218.44,539.08,320.64,8.2476e-05,1,1
-88.067,53.354,35.796,172.34,252.51,278.56,354.71,76.152,0.0002388,0.00030375,246.49,579.16,332.67,6.754e-05,0,1
-88.1,53.518,36.06,144.29,218.44,240.48,306.61,66.132,0.00035689,0.00043954,174.35,458.92,284.57,8.4236e-05,0,0
-87.97,51.916,36.849,150.3,222.44,242.48,318.64,76.152,0.00028621,0.00038526,258.52,611.22,352.71,0.0001032,1,1
-88.042,54.563,37.193,88.176,122.24,130.26,168.34,38.076,0.00022661,0.00031025,258.52,625.25,366.73,8.723e-05,0,0
-87.947,57.657,40.394,110.22,178.36,198.4,260.52,62.124,0.00052751,0.00059472,174.35,480.96,306.61,7.0808e-05,0,0
-88.103,52.752,41.021,138.28,196.39,212.42,274.55,62.124,0.00023044,0.00033401,280.56,615.23,334.67,0.00010661,1,0
-88.342,56.426,40.203,132.26,194.39,210.42,274.55,64.128,0.00052149,0.00059212,182.36,484.97,302.61,7.3981e-05,1,1
-88.239,56.415,38.954,120.24,164.33,174.35,224.45,50.1,0.00050349,0.00056709,192.38,505.01,312.63,6.7444e-05,1,0
-88.123,56.373,39.095,100.2,164.33,186.37,258.52,72.144,0.00029699,0.00044682,272.55,637.27,364.73,0.00015467,0,0
-87.734,53.513,37.762,152.3,234.47,258.52,342.69,84.168,0.00045565,0.00055114,204.41,523.05,318.64,9.9166e-05,1,1
-87.773,50.308,36.949,106.21,148.3,160.32,202.4,42.084,0.00021822,0.00030852,284.57,661.32,376.75,9.4473e-05,0,0
-87.553,57.03,38.991,122.24,184.37,206.41,284.57,78.156,0.00029081,0.00037438,258.52,581.16,322.65,8.6673e-05,0,1
-88.021,53.762,40.65,154.31,222.44,240.48,320.64,80.16,0.00042651,0.0005396,232.46,561.12,328.66,0.00011722,1,1
-87.944,48.731,41.024,148.3,216.43,234.47,294.59,60.12,0.00025701,0.00034924,266.53,597.19,330.66,9.5288e-05,1,1
-87.904,53.62,38.402,140.28,192.38,210.42,264.53,54.108,0.00039364,0.00050397,198.4,488.98,290.58,0.00011228,1,0
-88.041,54.39,41.322,164.33,240.48,260.52,324.65,64.128,0.00032242,0.00039512,278.56,637.27,358.72,7.8061e-05,1,1
-88.074,55.431,37.932,114.23,164.33,176.35,224.45,48.096,0.00026677,0.00034503,186.37,454.91,268.54,7.9163e-05,0,0
-87.829,56.083,41.975,160.32,240.48,260.52,338.68,78.156,0.00028943,0.00039602,288.58,635.27,346.69,0.0001112,1,1
-88.094,55.794,39.451,146.29,208.42,226.45,282.57,56.112,0.00039194,0.00044763,212.42,535.07,322.65,5.9122e-05,1,1
-88.324,55.904,40.948,174.35,248.5,274.55,372.75,98.196,0.00024727,0.00030522,276.55,609.22,332.67,6.1076e-05,1,1
-88.101,54.483,36.264,124.25,198.4,218.44,300.6,82.164,0.0002296,0.00031784,246.49,581.16,334.67,9.0821e-05,0,0
-87.873,50.257,39.575,148.3,208.42,224.45,286.57,62.124,0.00040138,0.00050064,216.43,527.05,310.62,0.00010268,1,1
-88.01,56.065,39.956,138.28,222.44,246.49,320.64,74.148,0.00042791,0.00050033,196.39,519.04,322.65,7.5915e-05,0,1
-88.086,56.404,41.05,150.3,230.46,252.51,316.63,64.128,0.00033095,0.00041845,196.39,505.01,308.62,8.9601e-05,0,1
-88.067,49.795,35.106,118.24,158.32,170.34,216.43,46.092,0.00038008,0.00045718,202.4,523.05,320.64,8.0383e-05,0,0
-87.932,55.384,41.745,146.29,222.44,242.48,302.61,60.12,0.00025412,0.00033246,294.59,651.3,356.71,8.2902e-05,1,1
-87.895,52.37,38.818,170.34,244.49,270.54,354.71,84.168,0.00046481,0.00055767,234.47,581.16,346.69,9.8229e-05,1,1
-88.257,56.654,40.626,180.36,286.57,314.63,400.8,86.172,0.00042107,0.00049046,200.4,541.08,340.68,7.3344e-05,1,1
-87.956,53.728,38.466,138.28,200.4,218.44,278.56,60.12,0.00039218,0.00050178,240.48,591.18,350.7,0.00011456,1,1
-87.9,57.449,41.493,128.26,216.43,238.48,306.61,68.136,0.0002501,0.00031049,244.49,571.14,326.65,6.3037e-05,0,1
-87.717,55.33,37.543,132.26,204.41,226.45,298.6,72.144,0.00032314,0.00038338,200.4,490.98,290.58,6.1994e-05,1,1
-87.915,49.955,34.965,138.28,210.42,228.46,298.6,70.14,0.00032842,0.0003936,238.48,589.18,350.7,6.9425e-05,1,1
-88.01,53.794,36.334,106.21,148.3,160.32,202.4,42.084,0.00036054,0.00042358,166.33,432.87,266.53,6.455e-05,0,0
-87.855,52.494,38.745,136.27,198.4,212.42,262.53,50.1,0.000243,0.00033349,244.49,563.13,318.64,9.2873e-05,1,0
-88.108,54.362,38.94,148.3,222.44,242.48,310.62,68.136,0.00022961,0.00031544,304.61,675.35,370.74,9.0581e-05,0,1
-87.797,54.798,37.79,110.22,158.32,174.35,228.46,54.108,0.00051655,0.0006104,170.34,444.89,274.55,9.5896e-05,0,0
-87.836,50.635,38.877,178.36,286.57,322.65,414.83,92.184,0.00039378,0.00050006,208.42,543.09,334.67,0.00010944,1,1
-88.099,53.994,38.842,118.24,168.34,180.36,222.44,42.084,0.0002329,0.00030504,256.51,597.19,340.68,7.5076e-05,0,0
-87.879,50.713,41.689,148.3,222.44,240.48,326.65,86.172,0.00024978,0.00036738,320.64,677.35,356.71,0.00012263,1,1
-88.024,56.988,41.285,94.188,136.27,148.3,186.37,38.076,0.00031104,0.00040217,218.44,549.1,330.66,9.414e-05,0,0
-87.872,55.4,40.888,150.3,230.46,252.51,328.66,76.152,0.00040471,0.00049901,262.53,623.25,360.72,0.00010069,1,1
-87.949,55.17,40.747,152.3,230.46,256.51,340.68,84.168,0.00034532,0.00048997,292.59,661.32,368.74,0.0001511,0,1
-88.226,56.033,40.324,118.24,168.34,180.36,230.46,50.1,0.00029906,0.00040562,266.53,633.27,366.73,0.00011142,0,0
-88.048,55.207,37.722,160.32,252.51,280.56,368.74,88.176,0.00042254,0.00048783,186.37,505.01,318.64,6.8235e-05,1,1
-88.113,55.635,38.514,116.23,180.36,196.39,266.53,70.14,0.00030702,0.00036999,222.44,553.11,330.66,6.6037e-05,0,0
-87.705,54.335,38.102,96.192,126.25,136.27,172.34,36.072,0.0004916,0.00060123,182.36,480.96,298.6,0.00011267,0,0
-88.321,53.466,38.228,140.28,212.42,228.46,284.57,56.112,0.00042251,0.00046314,156.31,420.84,264.53,4.2223e-05,1,0
-87.807,52.929,37.475,150.3,236.47,258.52,326.65,68.136,0.00029747,0.0003702,222.44,539.08,316.63,7.5233e-05,1,1
-88.064,55.879,40.662,138.28,222.44,242.48,304.61,62.124,0.00036687,0.00042995,202.4,517.03,314.63,6.5889e-05,0,1
-88.206,55.946,38.144,98.196,144.29,158.32,208.42,50.1,0.00025383,0.0003136,216.43,527.05,310.62,6.1686e-05,0,0
-88.141,56.41,40.457,120.24,164.33,176.35,218.44,42.084,0.00038023,0.00047367,206.41,521.04,314.63,9.6471e-05,0,0
-87.969,57.061,41.562,144.29,232.46,256.51,330.66,74.148,0.00037098,0.00043245,210.42,535.07,324.65,6.4658e-05,1,1
-87.789,55.324,37.478,142.28,212.42,240.48,326.65,86.172,0.0002596,0.00034487,314.63,671.34,356.71,9.0356e-05,1,1
-87.974,57.549,41.427,128.26,202.4,222.44,298.6,76.152,0.00036521,0.00046484,262.53,633.27,370.74,0.00010571,1,1
-87.977,54.997,37.321,138.28,188.38,202.4,256.51,54.108,0.00026284,0.00035852,272.55,627.25,354.71,9.9703e-05,1,0
-87.915,54.851,37.648,104.21,146.29,158.32,200.4,42.084,0.00031318,0.00042086,266.53,637.27,370.74,0.00011291,0,0
-87.977,54.426,41.915,162.32,242.48,258.52,322.65,64.128,0.00029304,0.00038828,268.54,609.22,340.68,9.9315e-05,1,1
-87.883,53.001,38.693,138.28,206.41,224.45,284.57,60.12,0.00037676,0.0004804,170.34,434.87,264.53,0.00010492,0,1
-87.75,54.295,36.882,152.3,224.45,246.49,320.64,74.148,0.00034147,0.00043843,242.48,583.17,340.68,0.00010096,1,1
-88.015,57.818,41.614,126.25,188.38,206.41,266.53,60.12,0.00040121,0.00047902,98.196,276.55,178.36,7.7913e-05,1,0
-87.933,54.8,34.634,130.26,194.39,214.43,282.57,68.136,0.00035683,0.00041831,222.44,561.12,338.68,6.5348e-05,0,1
-87.7,48.714,37.955,134.27,190.38,206.41,270.54,64.128,0.00030112,0.00041762,276.55,647.29,370.74,0.00012186,1,0
-88.056,55.507,36.901,136.27,212.42,232.46,304.61,72.144,0.00042347,0.00047289,164.33,440.88,276.55,5.1301e-05,0,1
-88.285,55.609,38.557,132.26,212.42,234.47,306.61,72.144,0.00033629,0.0003935,212.42,539.08,326.65,6.0248e-05,0,1
-88.222,51.869,35.437,118.24,158.32,172.34,218.44,46.092,0.00025608,0.00032854,208.42,480.96,272.55,7.3526e-05,0,0
-87.975,53.788,36.262,102.2,144.29,154.31,196.39,42.084,0.0002269,0.00032697,210.42,513.03,302.61,0.00010175,0,0
-88.106,55.425,41.016,168.34,260.52,284.57,358.72,74.148,0.00044551,0.00054101,172.34,458.92,286.57,9.7405e-05,1,1
-87.905,51.556,38.101,128.26,182.36,196.39,246.49,50.1,0.00040047,0.00048239,160.32,406.81,246.49,8.2738e-05,1,0
-87.865,56.693,39.434,134.27,212.42,240.48,336.67,96.192,0.00027184,0.00035337,224.45,515.03,290.58,8.2959e-05,0,1
-87.823,56.238,38.509,122.24,180.36,194.39,244.49,50.1,0.00036994,0.00046686,164.33,416.83,252.51,9.782e-05,0,0
-88.034,50.366,35.755,136.27,198.4,216.43,278.56,62.124,0.00049092,0.00056183,162.32,436.87,274.55,7.2963e-05,0,0
-87.979,53.298,37.156,144.29,206.41,224.45,284.57,60.12,0.00035358,0.00044469,254.51,605.21,350.7,9.5955e-05,1,1
-87.845,57.74,40.97,112.22,168.34,182.36,234.47,52.104,0.0002696,0.00035529,234.47,539.08,304.61,8.774e-05,1,1
-87.969,54.901,39.573,122.24,172.34,188.38,240.48,52.104,0.00030212,0.000374,218.44,515.03,296.59,7.3881e-05,1,0
-87.637,53.757,36.776,118.24,170.34,186.37,248.5,62.124,0.00043013,0.00054918,172.34,438.88,266.53,0.00012044,0,0
-88.038,52.422,40.109,164.33,244.49,266.53,336.67,70.14,0.00042363,0.0005181,220.44,567.13,346.69,9.9199e-05,1,1
-88.17,53.02,36.05,132.26,178.36,192.38,244.49,52.104,0.00045156,0.00051182,122.24,338.68,216.43,6.0373e-05,1,0
-88.13,56.194,40.029,148.3,224.45,248.5,338.68,90.18,0.00052636,0.00059799,152.3,432.87,280.56,7.3297e-05,1,1
-88.101,56.889,40.523,130.26,202.4,220.44,286.57,66.132,0.00032888,0.00039552,206.41,515.03,308.62,6.9077e-05,0,0
-87.692,51.945,37.487,132.26,192.38,208.42,262.53,54.108,0.00022716,0.0003263,266.53,599.2,332.67,0.00010191,1,0
-88.082,54.895,40.981,160.32,228.46,250.5,318.64,68.136,0.00022824,0.00031847,290.58,623.25,332.67,9.3356e-05,1,1
-88.092,54.37,38.679,148.3,220.44,240.48,310.62,70.14,0.0003933,0.00048238,184.37,484.97,300.6,9.1445e-05,0,0
-88.117,52.715,40.202,158.32,240.48,262.53,328.66,66.132,0.00051836,0.0005976,186.37,496.99,310.62,8.2848e-05,1,1
-87.889,56.118,38.05,156.31,262.53,296.59,410.82,114.23,0.0004063,0.00048095,170.34,472.95,302.61,7.6303e-05,1,1
-88.289,50.294,37.539,156.31,236.47,252.51,316.63,64.128,0.00044793,0.00052347,122.24,338.68,216.43,7.6191e-05,1,0
-87.889,53.331,36.869,120.24,162.32,174.35,214.43,40.08,0.00037707,0.00047105,206.41,525.05,318.64,9.7117e-05,0,0
-88.153,51.559,36.878,132.26,198.4,214.43,270.54,56.112,0.00037435,0.00043677,144.29,380.76,236.47,6.3119e-05,0,0
