Vrest,Upstroke,Vpeak,APD20,APD40,APD50,APD90,TriAP,DCai,Capeak,CaD50,CaD90,TriCa,dCa,GKr_0.06__Label,PCa_15.13__Label
-87.885,55.355,38.749,128.26,182.36,196.39,260.52,64.128,0.0002263,0.00032979,288.58,639.28,350.7,0.00010707,0,0
-87.898,54.334,38.797,118.24,178.36,194.39,256.51,62.124,0.00029225,0.00039531,274.55,645.29,370.74,0.00010821,1,0
-88.122,56.135,39.061,106.21,160.32,174.35,230.46,56.112,0.00038343,0.00047401,156.31,400.8,244.49,9.1365e-05,0,0
-88.031,53.122,37.487,142.28,202.4,220.44,280.56,60.12,0.00040648,0.00047596,206.41,537.07,330.66,7.3365e-05,0,0
-87.994,58.524,41.333,130.26,206.41,230.46,308.62,78.156,0.00031192,0.00039786,174.35,444.89,270.54,8.6565e-05,1,1
-87.812,56.161,40.123,132.26,210.42,228.46,288.58,60.12,0.00030712,0.00038019,210.42,519.04,308.62,7.545e-05,1,0
-87.988,56.526,39.014,124.25,192.38,212.42,282.57,70.14,0.00026583,0.00035396,270.54,633.27,362.73,9.2403e-05,0,0
-88.067,55.574,39.586,106.21,156.31,170.34,220.44,50.1,0.00021493,0.00031511,284.57,643.29,358.72,0.00010375,0,0
-88.017,55.523,40.593,130.26,196.39,212.42,274.55,62.124,0.00031312,0.00040197,244.49,577.15,332.67,9.2387e-05,1,1
-87.861,55.586,37.8,128.26,184.37,202.4,258.52,56.112,0.00026316,0.00034774,238.48,553.11,314.63,8.686e-05,0,0
-88.014,54.213,37.457,128.26,182.36,200.4,252.51,52.104,0.00045515,0.00055591,172.34,452.91,280.56,0.00010279,0,0
-88.203,53.217,39.785,168.34,260.52,284.57,366.73,82.164,0.00046908,0.00053706,178.36,482.97,304.61,7.0729e-05,1,1
-88.146,53.649,38.937,144.29,214.43,234.47,308.62,74.148,0.00023201,0.00032736,228.46,531.06,302.61,9.6991e-05,0,0
-88.044,58.709,41.786,72.144,130.26,150.3,212.42,62.124,0.00046363,0.00052884,128.26,340.68,212.42,6.5573e-05,0,0
-87.962,55.883,37.696,118.24,178.36,198.4,268.54,70.14,0.00021104,0.00030262,298.6,651.3,352.71,9.5204e-05,0,0
-87.868,54.197,39.249,148.3,212.42,230.46,288.58,58.116,0.00028337,0.00039314,286.57,637.27,350.7,0.00011429,1,1
-87.977,53.967,38.96,142.28,218.44,238.48,302.61,64.128,0.00031733,0.00038326,244.49,589.18,344.69,6.986e-05,1,1
-88.054,50.07,35.959,142.28,198.4,216.43,270.54,54.108,0.00039598,0.00043711,168.34,454.91,286.57,4.2903e-05,1,1
-87.916,55.308,38.896,116.23,172.34,190.38,254.51,64.128,0.0002942,0.00037958,260.52,613.23,352.71,8.9539e-05,1,0
-87.865,49.063,33.313,140.28,200.4,218.44,276.55,58.116,0.00030871,0.00040181,212.42,527.05,314.63,9.5632e-05,0,0
-87.873,56.683,39.299,116.23,172.34,188.38,248.5,60.12,0.00035444,0.00044176,214.43,535.07,320.64,9.0253e-05,0,0
-88.096,57.271,40.971,158.32,258.52,288.58,372.75,84.168,0.0004477,0.00051274,194.39,535.07,340.68,6.8981e-05,1,1
-88.153,49.068,39.651,144.29,214.43,230.46,294.59,64.128,0.00049434,0.00057015,146.29,392.79,246.49,7.6973e-05,1,1
-87.95,54.792,38.716,150.3,220.44,240.48,314.63,74.148,0.0002317,0.00033339,296.59,645.29,348.7,0.0001055,1,1
-87.86,54.585,39.427,114.23,158.32,170.34,214.43,44.088,0.00046435,0.00054814,176.35,456.91,280.56,8.6089e-05,0,0
-87.697,47.2,36.858,110.22,146.29,156.31,198.4,42.084,0.00044639,0.00055162,232.46,587.17,354.71,0.00011101,1,0
-87.809,57.121,38.622,156.31,246.49,278.56,366.73,88.176,0.00023697,0.00033432,266.53,589.18,322.65,9.9752e-05,0,1
-87.987,54.268,41.625,166.33,236.47,262.53,332.67,70.14,0.00027375,0.00036025,284.57,605.21,320.64,8.975e-05,1,1
-87.739,53.448,37.517,136.27,202.4,220.44,282.57,62.124,0.00036318,0.0004484,224.45,551.1,326.65,8.8734e-05,1,1
-87.901,51.943,34.719,100.2,138.28,148.3,188.38,40.08,0.00023681,0.00031837,276.55,661.32,384.77,8.6225e-05,0,0
-87.918,57.429,40.481,130.26,186.37,198.4,250.5,52.104,0.00024092,0.00033127,294.59,659.32,364.73,9.4909e-05,1,0
-87.849,52.771,38.138,96.192,134.27,144.29,184.37,40.08,0.00022928,0.0003168,258.52,597.19,338.68,9.0326e-05,0,0
-87.936,53.965,38.176,148.3,220.44,242.48,318.64,76.152,0.00030433,0.00041343,226.45,545.09,318.64,0.00011164,0,1
-87.634,56.589,39.19,164.33,250.5,274.55,364.73,90.18,0.00023508,0.00035885,250.5,573.15,322.65,0.00012627,1,1
-87.588,49.599,34.585,152.3,228.46,254.51,336.67,82.164,0.00051594,0.00059362,188.38,499,310.62,8.1566e-05,1,1
-88.114,52.99,37.217,142.28,220.44,240.48,304.61,64.128,0.00027059,0.00033484,258.52,605.21,346.69,6.7961e-05,0,1
-87.927,47.109,35.331,120.24,160.32,172.34,222.44,50.1,0.00041365,0.00050369,200.4,503.01,302.61,9.2761e-05,1,0
-88.1,48.868,39.383,158.32,238.48,260.52,334.67,74.148,0.00040926,0.00049689,250.5,609.22,358.72,9.3682e-05,1,1
-87.884,53.821,36.651,124.25,176.35,192.38,246.49,54.108,0.0002403,0.00033708,282.57,645.29,362.73,0.00010094,0,0
-87.716,57.226,39.778,96.192,144.29,158.32,210.42,52.104,0.00041498,0.00050464,208.42,529.06,320.64,9.31e-05,0,0
-87.702,52.776,36.024,140.28,196.39,210.42,258.52,48.096,0.00027744,0.00038631,244.49,577.15,332.67,0.00011194,1,0
-88.007,56.155,38.806,96.192,140.28,152.3,192.38,40.08,0.00035533,0.00043841,204.41,527.05,322.65,8.6036e-05,0,0
-88.118,55.14,38.306,104.21,152.3,164.33,216.43,52.104,0.000389,0.00045487,194.39,494.99,300.6,6.8432e-05,0,0
-87.962,54.873,37.364,162.32,258.52,288.58,382.77,94.188,0.00031915,0.00041511,250.5,605.21,354.71,0.00010029,1,1
-88.051,51.262,33.254,108.22,166.33,180.36,234.47,54.108,0.00028269,0.00033074,168.34,432.87,264.53,4.9039e-05,0,0
-87.805,53.022,35.628,126.25,188.38,206.41,256.51,50.1,0.00051946,0.00058787,172.34,460.92,288.58,7.1099e-05,0,1
-87.698,56.963,40.699,132.26,202.4,226.45,310.62,84.168,0.00025719,0.00034572,260.52,573.15,312.63,9.0973e-05,1,1
-87.765,57.49,40.061,112.22,182.36,198.4,258.52,60.12,0.00022356,0.00031233,220.44,515.03,294.59,9.0268e-05,1,0
-88.115,55.485,40.558,116.23,164.33,178.36,236.47,58.116,0.00052652,0.00067201,224.45,561.12,336.67,0.00015088,0,0
-87.944,48.967,39.441,140.28,206.41,222.44,274.55,52.104,0.00032047,0.00041111,250.5,599.2,348.7,9.4894e-05,0,1
-88.041,49.903,37.583,144.29,196.39,212.42,266.53,54.108,0.00021444,0.00029475,272.55,603.21,330.66,8.2989e-05,1,1
-88.049,54.946,35.34,98.196,150.3,166.33,226.45,60.12,0.00030943,0.00038154,262.53,647.29,384.77,7.7824e-05,0,0
-87.859,48.619,34.487,124.25,178.36,196.39,256.51,60.12,0.00039374,0.00047251,246.49,623.25,376.75,8.5203e-05,0,0
-88.072,51.55,34.429,118.24,170.34,184.37,242.48,58.116,0.00025578,0.00034014,270.54,653.31,382.77,8.9196e-05,0,0
-88.063,55.139,40.235,132.26,186.37,200.4,250.5,50.1,0.00041452,0.0004773,214.43,535.07,320.64,6.6559e-05,1,1
-87.87,56.091,39.921,128.26,204.41,224.45,288.58,64.128,0.00034629,0.00042742,218.44,537.07,318.64,8.4173e-05,1,1
-88.009,54.992,38.997,142.28,212.42,232.46,292.59,60.12,0.00037617,0.00044993,200.4,505.01,304.61,7.6292e-05,0,1
-87.929,51.749,36.884,146.29,214.43,234.47,296.59,62.124,0.00029536,0.00040589,216.43,533.07,316.63,0.00011283,0,0
-87.932,49.604,35.475,120.24,164.33,176.35,218.44,42.084,0.00036628,0.0004444,188.38,478.96,290.58,8.0241e-05,0,0
-88.052,51.655,37.621,132.26,184.37,200.4,270.54,70.14,0.00042265,0.00054049,238.48,587.17,348.7,0.00012308,1,1
-87.948,53.369,36.891,122.24,174.35,188.38,238.48,50.1,0.00031807,0.00040065,234.47,579.16,344.69,8.6361e-05,0,0
-88.067,52.589,41.877,158.32,236.47,256.51,316.63,60.12,0.00043177,0.00050379,210.42,543.09,332.67,7.6157e-05,0,1
-88.159,56.802,39.476,86.172,128.26,138.28,178.36,40.08,0.00027007,0.00032894,186.37,460.92,274.55,6.0039e-05,0,0
-87.829,51.603,35.6,134.27,194.39,212.42,266.53,54.108,0.00031757,0.00041623,258.52,623.25,364.73,0.00010373,1,0
-88.146,51.352,40.874,150.3,218.44,234.47,294.59,60.12,0.00033253,0.00043167,264.53,627.25,362.73,0.00010439,1,1
-88.024,52.704,37.234,142.28,210.42,232.46,310.62,78.156,0.0002663,0.00034761,256.51,587.17,330.66,8.4321e-05,0,1
-88.16,55.43,38.426,130.26,190.38,206.41,262.53,56.112,0.00041775,0.00047936,186.37,490.98,304.61,6.4411e-05,0,0
-87.842,55.206,40.546,148.3,218.44,238.48,306.61,68.136,0.00026896,0.00039292,254.51,585.17,330.66,0.00012694,1,1
-87.925,54.915,40.184,130.26,188.38,202.4,260.52,58.116,0.00036034,0.00047281,232.46,575.15,342.69,0.00011657,0,0
-87.757,50.18,35.683,122.24,168.34,182.36,232.46,50.1,0.00048446,0.00055152,188.38,492.99,304.61,7.0506e-05,1,0
-88.081,48.847,36.662,130.26,180.36,194.39,250.5,56.112,0.00047201,0.00056143,182.36,476.95,294.59,9.2221e-05,0,0
-87.958,53.12,40.277,172.34,256.51,282.57,358.72,76.152,0.00033087,0.00045504,224.45,557.11,332.67,0.00012716,1,1
-88.189,52.893,37.291,142.28,202.4,220.44,286.57,66.132,0.00046297,0.00054671,174.35,452.91,278.56,8.5809e-05,1,1
-88.116,54.725,39.869,118.24,164.33,176.35,218.44,42.084,0.00043331,0.0004804,178.36,470.94,292.59,4.9685e-05,0,0
-88.042,54.741,39.242,138.28,196.39,210.42,264.53,54.108,0.00035822,0.00044365,216.43,533.07,316.63,8.8611e-05,1,0
-87.914,54.625,36.435,100.2,148.3,162.32,208.42,46.092,0.00032692,0.00040073,196.39,501,304.61,7.5981e-05,0,0
-87.966,55.819,39.721,156.31,240.48,266.53,348.7,82.164,0.00048654,0.00055987,232.46,591.18,358.72,7.9903e-05,1,1
-88.211,51.38,33.754,112.22,156.31,170.34,216.43,46.092,0.00033586,0.00041476,168.34,434.87,266.53,8.0213e-05,0,0
-88.291,53.333,34.688,104.21,142.28,152.3,204.41,52.104,0.00030957,0.0004054,228.46,563.13,334.67,9.8955e-05,0,0
-87.667,57.368,41.461,138.28,220.44,240.48,298.6,58.116,0.00031999,0.0004075,210.42,496.99,286.57,8.9313e-05,1,1
-88.115,55.523,37.766,136.27,202.4,222.44,296.59,74.148,0.00038056,0.00045416,182.36,474.95,292.59,7.5491e-05,0,1
-88.131,52.416,36.444,146.29,204.41,220.44,280.56,60.12,0.00029997,0.00039163,262.53,629.26,366.73,9.654e-05,0,0
-88.114,57.155,40.839,122.24,204.41,224.45,288.58,64.128,0.00036663,0.0004143,158.32,424.85,266.53,4.879e-05,1,1
-87.921,51.372,37.804,134.27,188.38,204.41,270.54,66.132,0.00046094,0.00055163,272.55,651.3,378.76,9.9501e-05,1,1
-88.16,55.402,37.462,112.22,170.34,186.37,250.5,64.128,0.00036204,0.00045645,194.39,490.98,296.59,9.655e-05,0,0
-88.045,52.498,36.18,98.196,132.26,142.28,180.36,38.076,0.00037376,0.0004567,172.34,436.87,264.53,8.4203e-05,0,0
-87.777,53.699,37.829,150.3,230.46,252.51,318.64,66.132,0.00050311,0.00056029,186.37,486.97,300.6,6.0473e-05,1,1
-87.815,57.031,40.936,118.24,172.34,184.37,228.46,44.088,0.00029139,0.00039122,292.59,673.35,380.76,0.0001059,0,0
-88.372,54.622,38.009,126.25,198.4,218.44,298.6,80.16,0.00028562,0.00035471,256.51,629.26,372.75,7.3839e-05,0,0
-88.123,53.373,36.527,132.26,204.41,224.45,294.59,70.14,0.00035322,0.00041842,196.39,505.01,308.62,6.7706e-05,0,1
-87.837,53.559,36.451,98.196,126.25,134.27,166.33,32.064,0.00051404,0.00058345,156.31,414.83,258.52,7.1201e-05,0,0
-87.774,54.73,37.812,126.25,184.37,204.41,274.55,70.14,0.00050816,0.00059214,138.28,368.74,230.46,8.4485e-05,1,1
-87.992,52.569,39.109,168.34,240.48,262.53,320.64,58.116,0.0002106,0.00028674,298.6,639.28,340.68,7.941e-05,1,1
-87.645,46.001,34.87,142.28,198.4,218.44,280.56,62.124,0.00031626,0.00044964,260.52,623.25,362.73,0.00013821,0,0
-88.019,52.912,35.969,156.31,238.48,260.52,344.69,84.168,0.00046532,0.00054291,108.22,304.61,196.39,7.7616e-05,1,1
-87.692,57.14,39.433,118.24,190.38,208.42,276.55,68.136,0.0003499,0.00041962,228.46,577.15,348.7,7.4051e-05,0,0
-88.042,53.506,39.073,152.3,222.44,240.48,302.61,62.124,0.00021572,0.00030847,296.59,645.29,348.7,9.634e-05,1,1
-87.95,56.007,38.803,122.24,196.39,218.44,296.59,78.156,0.00037943,0.00047327,188.38,482.97,294.59,9.5892e-05,0,1
-88.081,53.609,37.59,142.28,204.41,220.44,278.56,58.116,0.00040368,0.00046448,198.4,513.03,314.63,6.3981e-05,0,1
-87.968,57.094,38.862,116.23,174.35,190.38,260.52,70.14,0.00025563,0.00032917,208.42,482.97,274.55,7.4614e-05,0,0
-87.793,50.706,37.56,120.24,164.33,174.35,222.44,48.096,0.00037364,0.00043637,232.46,579.16,346.69,6.7362e-05,1,0
-87.872,53.111,37.493,130.26,182.36,196.39,242.48,46.092,0.00033566,0.00043176,214.43,513.03,298.6,9.8432e-05,1,1
-87.988,55.904,40.056,118.24,182.36,202.4,272.55,70.14,0.00036049,0.00045047,264.53,645.29,380.76,9.6619e-05,0,1
-88.185,57.25,39.394,94.188,168.34,188.38,264.53,76.152,0.00030939,0.0003679,208.42,533.07,324.65,6.129e-05,0,0
-87.9,56.62,40.639,156.31,230.46,250.5,318.64,68.136,0.00047911,0.00055972,198.4,511.02,312.63,8.4087e-05,1,1
-87.907,53.602,36.968,100.2,138.28,150.3,190.38,40.08,0.00021911,0.00033365,286.57,657.31,370.74,0.00011857,0,0
-87.794,51.679,37.961,146.29,206.41,224.45,282.57,58.116,0.00035094,0.00048685,292.59,675.35,382.77,0.00014329,1,1
-88.107,57.118,40.806,108.22,160.32,174.35,218.44,44.088,0.00043183,0.00050369,178.36,472.95,294.59,7.4443e-05,0,0
-87.549,57.412,40.731,116.23,198.4,220.44,296.59,76.152,0.00025323,0.00033683,222.44,501,278.56,8.4819e-05,1,1
-88.189,56.004,40.776,162.32,252.51,274.55,344.69,70.14,0.0003701,0.00042895,174.35,468.94,294.59,6.0591e-05,1,1
-87.933,57.417,41.785,132.26,194.39,212.42,272.55,60.12,0.00032542,0.00044191,242.48,577.15,334.67,0.00012001,0,0
-87.851,55.739,40.454,116.23,168.34,180.36,224.45,44.088,0.0003367,0.00040417,214.43,519.04,304.61,6.9975e-05,1,0
-87.984,51.354,39.912,168.34,254.51,276.55,356.71,80.16,0.00031768,0.00040375,270.54,627.25,356.71,9.1006e-05,1,1
-87.605,51.645,36.298,128.26,172.34,186.37,232.46,46.092,0.00046402,0.00054982,212.42,539.08,326.65,9.0185e-05,1,0
-87.995,50.918,37.372,160.32,252.51,274.55,356.71,82.164,0.00044064,0.00052418,142.28,386.77,244.49,8.442e-05,1,1
-88.022,55.784,40.525,124.25,178.36,192.38,246.49,54.108,0.00033704,0.00041855,260.52,629.26,368.74,8.7043e-05,0,0
-87.874,54.062,41.536,156.31,234.47,260.52,340.68,80.16,0.00023431,0.00029715,268.54,575.15,306.61,6.5093e-05,1,1
-87.969,56.451,41.847,136.27,214.43,234.47,294.59,60.12,0.00045746,0.00054102,202.4,519.04,316.63,8.725e-05,1,1
-87.949,55.713,39.084,120.24,168.34,182.36,230.46,48.096,0.00023329,0.00031879,294.59,659.32,364.73,8.9803e-05,1,0
-88.197,49.148,36.144,112.22,154.31,164.33,208.42,44.088,0.00043192,0.00048918,166.33,432.87,266.53,5.8919e-05,0,0
-87.649,55.677,39.069,152.3,224.45,250.5,328.66,78.156,0.00028484,0.00037599,256.51,553.11,296.59,9.3256e-05,1,1
-87.977,52.156,37.172,142.28,208.42,228.46,294.59,66.132,0.00036462,0.00043311,200.4,519.04,318.64,7.1334e-05,0,0
-88.021,50.068,38.394,110.22,152.3,162.32,198.4,36.072,0.00023321,0.00030433,260.52,611.22,350.7,7.4405e-05,0,0
-87.541,55.107,38.053,148.3,214.43,234.47,298.6,64.128,0.0002429,0.00037107,270.54,601.2,330.66,0.00013122,0,1
-87.845,50.44,40.111,148.3,214.43,232.46,292.59,60.12,0.0003724,0.00045791,252.51,593.19,340.68,9.0341e-05,1,1
-88,47.783,36.641,166.33,252.51,278.56,356.71,78.156,0.00045799,0.00052899,216.43,565.13,348.7,7.6248e-05,1,1
-88.006,54.224,39.904,150.3,228.46,248.5,318.64,70.14,0.00023306,0.00031534,276.55,619.24,342.69,8.5623e-05,1,1
-88.167,52.467,35.39,118.24,168.34,182.36,238.48,56.112,0.00025724,0.00033456,260.52,629.26,368.74,8.1506e-05,0,0
-88.348,52.358,37.001,148.3,220.44,238.48,308.62,70.14,0.00041562,0.00048553,178.36,468.94,290.58,7.1916e-05,1,1
-87.949,56.419,38.834,106.21,158.32,172.34,226.45,54.108,0.00049744,0.00055918,168.34,450.9,282.57,6.4135e-05,0,0
-87.874,56.267,38.147,130.26,188.38,202.4,254.51,52.104,0.00029808,0.0003701,206.41,490.98,284.57,7.3664e-05,1,0
-88.144,56.442,40.65,130.26,208.42,228.46,292.59,64.128,0.00040185,0.00046364,152.3,408.82,256.51,6.27e-05,1,1
-88.296,55.409,39.89,132.26,198.4,214.43,272.55,58.116,0.00050113,0.00056052,144.29,388.78,244.49,6.0402e-05,1,1
-88.055,54.854,38.795,124.25,176.35,190.38,244.49,54.108,0.00050596,0.00058864,136.27,360.72,224.45,8.349e-05,0,0
-88.097,55.793,41.555,154.31,242.48,266.53,336.67,70.14,0.00026691,0.00036451,226.45,543.09,316.63,9.9677e-05,1,1
-88.064,56.289,38.58,104.21,158.32,172.34,222.44,50.1,0.00041541,0.00050688,162.32,418.84,256.51,9.2833e-05,0,0
-87.945,51.449,37.969,148.3,220.44,242.48,324.65,82.164,0.00043263,0.00053612,210.42,527.05,316.63,0.00010686,1,1
-87.517,52.281,41.712,186.37,294.59,326.65,422.85,96.192,0.00031946,0.00045082,246.49,573.15,326.65,0.00013434,1,1
-88.13,55.486,38.458,118.24,164.33,176.35,230.46,54.108,0.00033493,0.00041615,256.51,633.27,376.75,8.6909e-05,0,0
-88.1,56.45,40.737,182.36,264.53,296.59,392.79,96.192,0.00047875,0.000557,170.34,513.03,342.69,8.0935e-05,1,1
-87.701,55.015,38.486,138.28,212.42,234.47,316.63,82.164,0.00021908,0.00030776,274.55,587.17,312.63,9.0974e-05,1,1
-88.168,50.534,37.417,136.27,202.4,218.44,274.55,56.112,0.00043419,0.00048004,170.34,456.91,286.57,4.811e-05,0,1
-88.136,57.223,40.94,116.23,180.36,198.4,256.51,58.116,0.00049947,0.00057166,152.3,408.82,256.51,7.3404e-05,0,1
-88.01,55.492,40.769,148.3,214.43,232.46,292.59,60.12,0.00037442,0.00045611,190.38,480.96,290.58,8.3562e-05,1,1
-88.053,54.519,40.878,144.29,200.4,216.43,278.56,62.124,0.00048517,0.00060271,230.46,573.15,342.69,0.00012312,1,1
-88.162,51.865,35.758,128.26,188.38,202.4,262.53,60.12,0.00032076,0.00039412,218.44,547.09,328.66,7.6466e-05,0,0
-88.139,53.471,41.639,184.37,264.53,290.58,362.73,72.144,0.00038777,0.00047614,232.46,593.19,360.72,9.3311e-05,1,1
-87.997,49.732,37.656,144.29,218.44,240.48,306.61,66.132,0.00035596,0.00044634,242.48,597.19,354.71,9.5251e-05,1,1
-87.732,51.576,35.97,104.21,134.27,142.28,178.36,36.072,0.00048439,0.00057299,218.44,561.12,342.69,9.403e-05,1,0
-88.073,52.237,40.83,158.32,244.49,270.54,350.7,80.16,0.00051173,0.0005884,210.42,553.11,342.69,8.2144e-05,1,1
-87.651,48.875,38.421,122.24,166.33,178.36,230.46,52.104,0.00041203,0.00053717,234.47,567.13,332.67,0.00012936,1,1
-88.159,54.67,38.411,118.24,174.35,190.38,248.5,58.116,0.00051906,0.00057043,170.34,462.93,292.59,5.4387e-05,0,0
-87.812,56.503,40.7,122.24,186.37,202.4,258.52,56.112,0.00044001,0.00052286,158.32,410.82,252.51,8.3988e-05,0,0
-88.025,53.3,37.3,98.196,134.27,144.29,184.37,40.08,0.00049517,0.00057211,192.38,503.01,310.62,8.0584e-05,0,0
-87.68,56.256,41.173,122.24,172.34,186.37,238.48,52.104,0.00031879,0.00045239,276.55,633.27,356.71,0.00013859,0,0
-87.859,54.421,38.929,140.28,208.42,228.46,292.59,64.128,0.00049917,0.00057184,190.38,501,310.62,7.6333e-05,1,1
-88.16,57.66,39.883,94.188,160.32,184.37,268.54,84.168,0.00026048,0.0003068,208.42,456.91,248.5,4.7015e-05,0,0
-88.103,53.818,40.449,148.3,214.43,232.46,286.57,54.108,0.00039778,0.00047601,212.42,535.07,322.65,8.163e-05,0,1
-88.097,55.923,37.498,136.27,234.47,262.53,350.7,88.176,0.00037032,0.00043238,184.37,494.99,310.62,6.4487e-05,0,1
-87.958,54.412,40.528,144.29,206.41,222.44,280.56,58.116,0.00028336,0.00038625,294.59,653.31,358.72,0.00010795,1,1
-88.088,58.22,41.828,156.31,230.46,260.52,354.71,94.188,0.0004476,0.00052796,176.35,496.99,320.64,8.22e-05,1,1
-88.17,52.461,35.783,126.25,184.37,200.4,260.52,60.12,0.00034479,0.00043262,154.31,394.79,240.48,8.8337e-05,0,0
-87.969,52.912,39.385,138.28,200.4,218.44,278.56,60.12,0.00024104,0.00032474,288.58,649.3,360.72,8.7898e-05,1,1
-88.002,54.703,38.888,150.3,222.44,242.48,306.61,64.128,0.00038322,0.00043736,224.45,561.12,336.67,5.8291e-05,1,1
-88.051,55.319,40.924,118.24,176.35,190.38,244.49,54.108,0.00033957,0.00042885,276.55,655.31,378.76,9.581e-05,0,1
-88.1,54.942,38.513,148.3,204.41,220.44,278.56,58.116,0.00034866,0.00045101,248.5,597.19,348.7,0.00010689,1,0
-87.951,54.591,40.191,138.28,202.4,218.44,276.55,58.116,0.0003599,0.00044554,206.41,519.04,312.63,8.8383e-05,1,0
-88.24,54.513,40.577,156.31,222.44,242.48,314.63,72.144,0.00024843,0.00032728,236.47,531.06,294.59,8.0411e-05,1,1
-88.21,56.861,41.207,126.25,174.35,186.37,238.48,52.104,0.00042875,0.0005243,214.43,529.06,314.63,9.8994e-05,0,0
-88.023,53.888,36.418,104.21,146.29,160.32,212.42,52.104,0.00034655,0.00042765,186.37,460.92,274.55,8.2475e-05,1,0
-88.207,50.461,39.117,140.28,194.39,210.42,266.53,56.112,0.00045925,0.00054228,224.45,567.13,342.69,8.826e-05,1,1
-88.108,54.998,38.565,176.35,266.53,296.59,392.79,96.192,0.00021015,0.00028142,254.51,577.15,322.65,7.3284e-05,1,1
-88.235,53.573,38.885,120.24,168.34,180.36,232.46,52.104,0.00027181,0.00033916,216.43,513.03,296.59,6.9086e-05,1,0
-88.14,55.069,38.135,124.25,186.37,204.41,262.53,58.116,0.00033011,0.00041053,200.4,507.01,306.61,8.2601e-05,0,0
-87.611,54.584,37.603,128.26,182.36,198.4,260.52,62.124,0.00047468,0.00054244,202.4,517.03,314.63,7.1595e-05,1,1
-88.173,52.548,37.766,148.3,228.46,250.5,328.66,78.156,0.00028282,0.00035938,256.51,597.19,340.68,8.0139e-05,1,1
-87.879,56.749,37.874,156.31,232.46,258.52,342.69,84.168,0.00025124,0.00032688,280.56,615.23,334.67,7.8975e-05,1,1
-87.839,45.947,34.69,136.27,206.41,226.45,294.59,68.136,0.00029457,0.00037215,268.54,639.28,370.74,8.2712e-05,0,1
-87.813,54.306,38.98,126.25,176.35,190.38,240.48,50.1,0.00035221,0.00047214,252.51,601.2,348.7,0.00012454,1,0
-88.014,58.127,41.825,76.152,114.23,124.25,164.33,40.08,0.00021871,0.00029472,254.51,609.22,354.71,7.9003e-05,0,0
-88.061,56.407,39.781,72.144,104.21,112.22,142.28,30.06,0.00021906,0.000286,254.51,625.25,370.74,7.0399e-05,0,0
-87.927,54.195,37.679,108.22,158.32,174.35,222.44,48.096,0.00031305,0.00043379,222.44,555.11,332.67,0.00012386,0,0
-87.972,52.264,34.69,134.27,188.38,206.41,262.53,56.112,0.00023743,0.00031422,250.5,581.16,330.66,7.9365e-05,0,0
-87.865,51.322,34.897,122.24,170.34,184.37,230.46,46.092,0.00043161,0.00049612,162.32,418.84,256.51,6.5787e-05,1,0
-87.797,57.035,41.217,130.26,196.39,212.42,274.55,62.124,0.00021216,0.00030492,312.63,675.35,362.73,9.7056e-05,1,1
-87.552,52.064,37.972,154.31,226.45,250.5,344.69,94.188,0.00040644,0.00054523,238.48,571.14,332.67,0.00014296,1,1
-88.072,54.849,37.828,90.18,132.26,144.29,188.38,44.088,0.00029496,0.00035292,210.42,533.07,322.65,6.0558e-05,0,0
-87.98,53.769,35.317,94.188,136.27,148.3,192.38,44.088,0.00035155,0.00045099,228.46,587.17,358.72,0.00010395,0,0
-88.113,55.125,40.002,152.3,230.46,250.5,324.65,74.148,0.00035368,0.00043005,234.47,575.15,340.68,8.045e-05,1,1
-88.138,56.959,41.444,122.24,188.38,204.41,260.52,56.112,0.00036206,0.00042216,192.38,486.97,294.59,6.2215e-05,0,0
-87.966,52.497,37.431,150.3,224.45,244.49,312.63,68.136,0.00042105,0.00053171,176.35,458.92,282.57,0.00011239,1,1
-87.782,57.448,41.972,130.26,204.41,224.45,286.57,62.124,0.00041202,0.00050441,232.46,573.15,340.68,9.7058e-05,1,1
-88.082,55.185,38.456,136.27,194.39,210.42,266.53,56.112,0.00047755,0.00053981,152.3,406.81,254.51,6.3407e-05,1,1
-88.029,50.55,36.546,114.23,158.32,168.34,212.42,44.088,0.00028904,0.00036946,198.4,484.97,286.57,8.2013e-05,0,0
-88.021,52.704,38.932,132.26,182.36,194.39,240.48,46.092,0.00031981,0.00040762,222.44,537.07,314.63,9.0546e-05,1,0
-87.889,55.545,38.298,136.27,208.42,226.45,296.59,70.14,0.00035136,0.00042349,172.34,440.88,268.54,7.3265e-05,1,1
-87.991,53.549,37.902,128.26,192.38,208.42,260.52,52.104,0.00031442,0.00037154,208.42,521.04,312.63,5.9619e-05,0,0
-88.094,53.184,35.873,148.3,222.44,244.49,304.61,60.12,0.00027844,0.00036785,236.47,571.14,334.67,9.2312e-05,0,1
-87.778,57.142,41.144,110.22,170.34,186.37,244.49,58.116,0.00047727,0.00058081,192.38,492.99,300.6,0.0001066,1,0
-87.907,54.854,38.005,146.29,228.46,258.52,352.71,94.188,0.00037395,0.00046622,270.54,641.28,370.74,9.8695e-05,1,1
-88.013,54.736,39.576,152.3,224.45,242.48,304.61,62.124,0.00048332,0.00055807,170.34,446.89,276.55,7.6995e-05,0,1
-87.784,52.728,36.135,136.27,204.41,224.45,286.57,62.124,0.00041604,0.00049714,236.47,591.18,354.71,8.6595e-05,0,1
-88.122,52.114,35.684,126.25,180.36,196.39,248.5,52.104,0.0002847,0.00037737,218.44,529.06,310.62,9.4806e-05,0,0
